County,incident_acres_burned,incident_longitude,incident_latitude,incident_type,Date
merced,68.0,-121.09354,37.08529,,2018-06-24
mendocino,90.0,-123.38493,39.038859,,2018-07-05
san joaquin,11789.0,-120.945482,38.052055,Wildfire,2018-06-29
butte,10.0,-121.954098,39.6139,,2018-06-29
trinity,300.0,-122.9144,40.60402,,2018-06-28
monterey,375.0,-120.86256,35.95515,,2018-06-26
madera,4064.0,-119.118,37.571,,2018-06-11
fresno,76.0,-119.304499,36.696879,,2018-06-27
butte,460.0,-121.78208,39.59872,,2018-06-26
san luis obispo,260.0,-120.71488,35.33916,,2018-06-26
lassen,383.0,-120.45053,40.316137,Wildfire,2018-06-27
siskiyou,63.0,-122.99272,41.83359,,2018-06-27
butte,191.0,-121.637759,39.491737,,2018-07-04
sacramento,30.0,-121.17693,38.595865,,2018-06-29
contra costa,268.0,-121.9921,37.94714,,2018-06-29
santa clara,70.0,-121.67144,37.66074,,2018-06-29
san bernardino,33.0,-117.15381,34.17711,,2018-06-30
napa,90000.0,-122.18183,38.80583,Wildfire,2018-06-30
yolo,90000.0,-122.18183,38.80583,Wildfire,2018-06-30
riverside,63.0,-116.732032,33.56349,,2018-07-04
tehama,33.0,-122.44008,40.00293,,2018-07-14
madera,12.0,-119.50461,37.22791,,2018-07-10
siskiyou,215.0,-123.051,41.085,,2018-07-01
san diego,504.0,-116.7311,32.833674,Wildfire,2018-07-06
contra costa,45.0,-122.12351,37.86339,,2018-07-02
san diego,10.0,-116.764733,32.619855,,2018-07-06
el dorado,316.0,-121.059979,38.539806,,2018-07-04
siskiyou,38008.0,-122.534655,41.893332,Wildfire,2018-07-05
amador,825.0,-120.95408,38.42623,Wildfire,2018-07-06
san bernardino,1350.0,-116.958806,34.095568,,2018-07-06
modoc,2100.0,-120.11461,41.29363,,2018-07-13
santa barbara,113.0,-119.831389,34.463889,Wildfire,2018-07-06
santa clara,116.0,-121.53586,37.06367,,2018-07-06
butte,962.0,-121.76859,39.77124,,2018-07-12
san bernardino,12.0,-117.35606,34.171786,,2018-07-13
mariposa,96901.0,-119.88581,37.6549,,2018-07-13
kern,62.0,-118.87881,34.86022,,2018-07-08
butte,11.0,-121.51772,39.66492,,2018-07-10
santa clara,70.0,-121.79189,37.22545,,2018-07-10
santa clara,51.0,-121.702547,37.163594,,2018-07-10
modoc,52.0,-120.61108,41.50105,,2018-07-14
san benito,278.0,-121.0454,36.65351,,2018-07-11
inyo,2883.0,-118.21881,36.6734,,2018-07-08
shasta,31.0,-122.23449,40.62693,,2018-07-08
contra costa,56.0,-121.85311,37.79718,,2018-07-08
alameda,480.0,-121.60646,37.75646,,2018-07-08
san bernardino,100.0,-117.40967,34.22526,,2018-07-06
madera,11.0,-119.80414,37.19817,,2018-07-09
lake,80.0,-122.59789,39.06715,Wildfire,2018-07-09
tehama,856.0,-121.93908,40.33682,,2018-07-09
san benito,116.0,-120.82355,36.59036,,2018-07-12
lassen,14.0,-120.02137,39.99309,,2018-07-14
siskiyou,224.0,-122.47293,41.70877,,2018-07-15
lassen,56.0,-121.21597,40.95234,,2018-07-15
humboldt,16.0,-123.85404,41.34453,,2018-07-15
lassen,32.0,-121.05722,41.08583,,2018-07-15
lassen,89.0,-121.27049,40.94666,,2018-07-15
tehama,50.0,-122.11375,40.27754,,2018-07-15
humboldt,3674.0,-123.688056,41.07944,,2018-08-16
san luis obispo,14.0,-120.97339,35.70086,,2018-07-17
san diego,28.0,-116.8663,32.557566,,2018-07-17
siskiyou,10.0,-122.37985,41.632373,,2018-07-17
santa barbara,77.0,-120.31805556,34.54305556,,2018-07-18
yolo,822.0,-121.99388889,38.59694444,,2018-07-18
butte,43.0,-121.43131,39.57202,,2018-07-19
mariposa,40.0,-119.97546,37.28365,,2018-07-19
san diego,13.0,-116.78928,33.04898,,2018-07-20
riverside,282.0,-117.607577,33.836101,,2018-07-19
shasta,63.0,-122.649626,40.741186,,2018-07-20
santa barbara,110.0,-120.22298,34.62412,,2018-07-20
lake,50.0,-122.86854,38.91152,Wildfire,2018-07-21
san luis obispo,30.0,-120.95157,35.68539,,2018-07-21
san luis obispo,37.0,-120.71907,35.64917,,2018-07-21
santa clara,320.0,-121.88807,37.449425,,2018-07-22
mendocino,67.0,-123.258319,39.279833,,2018-07-21
tulare,34.0,-118.70443,36.42638,,2018-07-19
shasta,229651.0,-122.62357,40.65428,Wildfire,2018-07-23
trinity,229651.0,-122.62357,40.65428,Wildfire,2018-07-23
los angeles,128.0,-118.60441,34.38039,,2018-07-23
riverside,40.0,-116.154398,33.56921,,2018-07-23
lake,36.0,-122.97222,38.981389,,2018-09-02
shasta,51.0,-121.90215,40.824,,2018-07-24
lassen,167.0,-120.82497,40.34822,,2018-07-24
santa clara,20.0,-121.600023,37.07793,,2018-07-25
contra costa,247.0,-121.85847,37.89612,Wildfire,2018-07-25
san benito,39.0,-121.40604,36.796,,2018-07-25
alameda,34.0,-121.55604,37.71173,,2018-07-25
mendocino,106.0,-123.0496,38.8802,,2018-08-01
san diego,365.0,-116.91845,33.07892,,2018-07-27
riverside,205.0,-116.500058,33.571763,,2018-07-26
calaveras,136.0,-120.46078,38.08424,,2018-08-05
mariposa,22.0,-120.0545,37.69965,Wildfire,2018-08-04
alameda,30.0,-121.79733,37.533026,,2018-08-04
kern,3156.0,-118.83556,35.37444,,2018-08-03
colusa,410203.0,-123.103367,39.243283,Wildfire,2018-07-27
mendocino,410203.0,-123.103367,39.243283,Wildfire,2018-07-27
glenn,410203.0,-123.103367,39.243283,Wildfire,2018-07-27
lake,410203.0,-123.103367,39.243283,Wildfire,2018-07-27
tulare,100.0,-118.82989,36.21634,,2018-07-27
colusa,48920.0,-123.11971,39.04786,Wildfire,2018-07-27
lake,48920.0,-123.11971,39.04786,Wildfire,2018-07-27
mendocino,48920.0,-123.11971,39.04786,Wildfire,2018-07-27
kern,993.0,-118.817934,35.387408,,2018-07-27
lassen,18703.0,-120.868091,40.633536,,2018-07-27
tuolumne,36450.0,-119.929,38.349,,2018-08-01
inyo,338.0,-118.970443,37.735461,,2018-07-31
riverside,30.0,-117.43521,33.85852,,2018-07-28
san diego,207.0,-117.24044,33.41476,,2018-07-28
sutter,1200.0,-121.792885,39.186144,,2018-07-31
napa,135.0,-122.18353,38.51943,Wildfire,2018-07-28
mendocino,972.0,-123.08489,39.82877,,2018-07-31
shasta,35.0,-121.6002,40.95673,,2018-07-29
san luis obispo,51.0,-120.64398,35.30151,,2018-09-16
san diego,14.0,-116.77154,33.05737,,2018-08-06
el dorado,67.0,-120.874167,38.645,,2018-08-01
el dorado,66.0,-121.03918,38.82128,Wildfire,2018-08-01
placer,695.0,-121.451307,38.82426,,2018-08-01
monterey,2225.0,-120.343056,35.847778,,2018-08-06
orange,23136.0,-117.52055,33.69888,Wildfire,2018-08-06
riverside,35.0,-117.460278,33.759722,,2018-08-06
calaveras,290.0,-120.872244,38.061298,,2018-08-06
plumas,117.0,-121.27,39.996944,,2018-08-07
kings,2995.0,-119.98329,35.97896,,2018-08-06
marin,45.0,-122.76751,38.07135,,1969-12-31
kern,114.0,-118.80138889,35.56888889,,2018-08-16
shasta,46150.0,-122.219,40.896,,2018-08-09
riverside,23.0,-117.066643,33.946896,,2018-08-22
san diego,250.0,-116.902985,33.076239,,2018-08-09
shasta,1900.0,-121.52225,40.99344,,2018-08-09
napa,10.0,-122.26389,38.27229,,2018-08-09
contra costa,30.0,-122.14097,37.99618,,2018-08-17
napa,2490.0,-122.44468,38.69601,,2018-09-08
solano,2162.0,-122.043747,38.431278,,2018-08-10
kern,34.0,-118.51651,35.17156,,2018-08-17
nevada,16.0,-121.07039,39.10494,,2018-08-12
san diego,100.0,-117.0242529,33.0971179,,2018-08-13
monterey,700.0,-120.82226,36.00912,,2018-08-11
tulare,496.0,-118.7393,35.79012,,2018-08-15
modoc,39387.0,-121.04386,41.38544,,2018-08-15
alameda,48.0,-122.02805,37.69926,,2018-08-26
kern,367.0,-118.6525,35.51777778,,2018-08-18
shasta,155.0,-122.89055556,40.36888889,,2018-08-19
santa barbara,1014.0,-120.09222222,35.11416667,,2018-08-19
riverside,10.0,-117.171731,33.627006,,2018-08-19
madera,289.0,-120.002619,37.197039,,2018-08-23
riverside,32.0,-117.20534,33.97902,,2018-08-25
madera,88.0,-119.431667,37.179167,,2018-08-27
lake,103.0,-122.57496,39.02017,,2018-08-26
riverside,36.0,-117.085354,33.640051,,2018-08-27
los angeles,166.0,-117.846111,34.2325,,2018-09-09
lake,60.0,-122.3625,38.8275,,2018-08-30
santa barbara,172.0,-119.61416,34.576944,,2018-09-01
modoc,15.0,-120.72362,41.52123,,2018-09-02
san bernardino,125.0,-117.244366,34.15475,,2018-08-31
shasta,63311.0,-122.43,40.9425,Wildfire,2018-09-05
trinity,63311.0,-122.43,40.9425,Wildfire,2018-09-05
lake,24.0,-122.85276,38.91842,,2018-09-03
placer,1120.0,-120.658333,39.268611,,2018-09-03
el dorado,150.0,-120.92611,38.94388,,2018-09-04
shasta,13.0,-122.400556,40.678889,,2018-09-04
tuolumne,573.0,-120.61746,37.83388,,2018-09-08
trinity,1751.0,-123.52019,40.616251,,2018-09-04
mono,6974.0,-119.45186,38.347395,,2018-09-04
monterey,411.0,-121.1563,36.35502,,2018-09-13
marin,152.0,-122.727,38.02447,,2018-09-10
kern,200.0,-118.92485,34.91482,,2018-09-12
riverside,25.0,-116.93188,33.80406,,2018-09-14
el dorado,12.0,-120.65672,38.7448,Wildfire,2018-09-20
los angeles,3380.0,-118.60858,34.48229,,2018-09-22
madera,360.0,-119.68912,37.38789,,2018-09-22
lassen,53.0,-120.93005,40.33642,,2018-09-22
tehama,261.0,-121.43025,40.34256,,2018-09-28
shasta,76.0,-122.17173,40.5939,,2018-09-28
santa clara,30.0,-121.75815,37.33563,,2018-09-23
butte,33.0,-121.62168,39.84151,,2018-09-24
san luis obispo,80.0,-120.258,-120.258,,2018-09-29
san bernardino,53.0,-117.42431,34.24138,,2018-09-26
monterey,150.0,-121.24898,35.97677,,2018-10-02
fresno,32.0,-119.3127769,36.938674,,2018-10-02
tehama,3889.0,-122.18,40.22027778,,2018-10-07
santa clara,63.0,-121.68694444,37.1769444,,2018-10-07
siskiyou,15.0,-122.43933,41.94046,,2018-10-10
solano,160.0,-121.94658,38.45673,,2018-10-12
monterey,167.0,-120.69955,36.18401,,2018-10-13
shasta,12.0,-122.51597,40.49618,,2018-10-14
shasta,38.0,-122.38366,40.60866,,2018-10-14
butte,10.0,-121.54103,39.93427,,2018-10-15
san luis obispo,58.0,-120.48861,35.17693,,2018-10-19
tulare,120.0,-119.10433,36.47766,,2018-10-24
butte,550.0,-121.51707,39.36529,,2018-10-30
santa cruz,17.0,-122.046,37.0125,,2018-11-03
mendocino,35.0,-123.28774,39.62194,,2018-11-08
butte,153336.0,-121.4347,39.8134,Wildfire,2018-11-08
tehama,60.0,-122.308479,40.346652,,2018-11-05
lassen,88.0,-120.19336,40.83116,,2018-11-08
solano,1500.0,-121.9424,38.21396,,2018-11-08
ventura,4381.0,-118.93444,34.22685,Wildfire,2018-11-08
los angeles,96949.0,-118.70128,34.235,Wildfire,2018-11-08
ventura,96949.0,-118.70128,34.235,Wildfire,2018-11-08
humboldt,30.0,-123.67555556,40.61805556,,2019-01-01
butte,0.0,-121.77385,39.71217,Flood,2018-11-29
contra costa,20.0,-121.7944,37.81111,,2018-11-15
humboldt,10.0,-124.001849,40.888785,,2018-11-12
san bernardino,147.0,-117.43184,34.18075,,2018-11-13
alameda,20.0,-121.94182,37.61158,,2018-11-14
ventura,150.0,-119.09916667,34.30166667,,2018-11-15
ventura,186.0,-118.64381589,34.26734825,Wildfire,2018-11-12
santa cruz,10.0,-122.12036,37.12857,,2018-11-16
yuba,80.0,-121.32399,39.24678,,2019-06-25
kings,161.0,-120.09715,35.81778,,2019-04-28
butte,10.0,-121.957,39.83958,,2019-04-30
kern,115.0,-118.92545,35.65189,,2019-04-30
butte,50.0,-121.905,39.85484,,2019-05-01
kern,172.0,-119.19454,35.03855,,2019-05-03
kern,2500.0,-119.62762,35.72057,,2019-05-07
placer,65.0,-120.76088,39.11536,,2019-05-10
san diego,22.0,-116.8663,32.557566,,2019-05-13
riverside,130.0,-116.172534,33.650237,,2019-05-18
tehama,63.0,-122.30737,39.98097,,2019-05-20
riverside,26.0,-117.18194,33.81678,,2019-05-20
san luis obispo,835.0,-119.96498,35.30759,,2019-05-29
fresno,121.0,-119.3046,36.66909,,2019-05-29
riverside,45.0,-114.57265,33.69078,,2019-05-30
santa clara,144.0,-121.22093,37.45899,,2019-05-30
riverside,55.0,-116.1466,33.57039,,2019-05-29
tulare,155.0,-119.10974,36.28001,,2019-06-01
tulare,257.0,-118.99229,36.18479,,2019-06-02
tulare,33.0,-118.85712,36.23012,,2019-06-03
tulare,25.0,-118.80582,36.14246,,2019-06-03
san luis obispo,1075.0,-119.913717,35.343761,,2019-06-05
contra costa,23.0,-121.9763,38.02503,,2019-06-06
solano,24.0,-122.12214,38.21416,,2019-06-07
placer,27.0,-121.39259,38.75263,,2019-06-07
stanislaus,581.0,-121.09375,37.25988,,2019-06-07
yuba,70.0,-121.56363,39.15641,,2019-06-08
yolo,2220.0,-122.23922,38.88978,,2019-06-08
napa,50.0,-122.47282,38.63047,,2019-06-08
sutter,1350.0,-121.85906,39.28926,,2019-06-08
san luis obispo,1763.0,-120.41128,35.66318,,2019-06-12
santa clara,210.0,-121.70768,37.21638,,2019-06-09
santa clara,35.0,-121.84082,37.44422,,2019-06-10
monterey,43.0,-120.88241,35.97059,,2019-06-12
tulare,47.0,-118.94106,35.89593,,2019-06-10
san luis obispo,120.0,-120.11738,35.57376,,2019-06-10
san diego,15.0,-116.97772,33.30267,,2019-06-10
butte,17.0,-121.73659,39.76242,,2019-06-15
siskiyou,17.0,-122.35962,41.64895,,2019-06-14
siskiyou,10.0,-122.40157,41.94622,Wildfire,2019-06-16
san diego,120.0,-117.29665,33.39684,,2019-06-20
siskiyou,207.0,-121.85906,39.28926,,2019-06-17
riverside,500.0,-117.103765,33.919507,,2019-06-21
alameda,30.0,-121.57382,37.75427,,2019-06-21
tehama,46.0,-122.48277,39.97083,,2019-06-22
yuba,80.0,-121.32399,39.24678,,2019-06-24
stanislaus,2420.0,-121.28312,37.46577,,2019-06-25
monterey,2546.0,-120.94771,36.28426,,2019-06-25
shasta,90.0,-122.66779,40.41404,,2019-06-26
santa clara,17.0,-121.534827,37.494136,,2019-06-26
placer,148.0,-121.39419,38.73817,,2019-06-26
riverside,20.0,-117.15738,33.80493,,2019-06-27
nevada,2.0,-121.00055556,39.40972222,,2019-06-28
san diego,28.0,-116.91416667,32.62305556,,2019-06-29
riverside,214.0,-116.980528,33.911,,2019-06-29
merced,210.0,-120.242411,37.312877,Wildfire,2019-06-29
butte,12.0,-121.23431,39.32889,,2019-06-29
santa clara,74.0,-121.694968,37.18904,Wildfire,2019-07-02
san joaquin,283.0,-121.538382,37.63206,Wildfire,2019-07-03
alameda,25.0,-121.3697,37.469,Wildfire,2019-07-05
contra costa,24.0,-122.16201,37.99837,Wildfire,2019-07-05
shasta,30.0,-122.767256,40.41741,Wildfire,2019-07-05
lassen,263.0,-120.392768,40.679318,Wildfire,2019-07-05
yuba,38.0,-121.35014,39.06066,Wildfire,2019-07-06
mariposa,244.0,-120.296551,37.524378,Wildfire,2019-07-08
san luis obispo,1010.0,-120.2691666,35.6311111,Wildfire,2019-07-08
monterey,190.0,-120.8092,35.95191,Wildfire,2019-07-09
riverside,20.0,-116.953889,33.69055556,Wildfire,2019-07-11
san diego,100.0,-116.7525,32.566389,Wildfire,2019-07-12
riverside,80.0,-116.07896,33.56938,Wildfire,2019-07-12
alameda,22.0,-121.586846,37.093243,Wildfire,2019-07-12
shasta,30.0,-122.435492,40.463936,Wildfire,2019-07-12
riverside,96.0,-117.1228851,33.8128372,Wildfire,2019-07-13
lassen,193.0,-120.158273,40.072739,Wildfire,2019-07-14
ventura,131.0,-118.96,34.366111,Wildfire,2019-07-14
stanislaus,202.0,-120.84372,37.944751,Wildfire,2019-07-15
santa clara,47.0,-121.76444444,37.32555556,Wildfire,2019-07-15
madera,213.0,-119.934167,37.016944,Wildfire,2019-07-15
riverside,81.0,-116.7884,33.514658,Wildfire,2019-07-16
san joaquin,90.0,-121.468074,37.962557,Wildfire,2019-07-16
modoc,128.0,-120.306,41.909,Wildfire,2019-07-17
san diego,25.0,-116.839743,32.794768,Wildfire,2019-07-17
stanislaus,35.0,-121.371276,37.420988,Wildfire,2019-07-18
calaveras,27.0,-120.78068,38.115224,Wildfire,2019-07-18
mariposa,149.0,-120.027731,37.241427,Wildfire,2019-07-21
kern,208.0,-118.9183333,34.9008333,Wildfire,2019-07-21
napa,64.0,-122.143942,38.481258,Wildfire,2019-07-22
san bernardino,81.0,-117.10318,34.42386,Wildfire,2019-07-22
butte,10.0,-121.579738,39.423833,Wildfire,2019-07-23
solano,183.0,-122.118889,38.158333,Wildfire,2019-07-24
santa clara,80.0,-121.807258,37.433192,Wildfire,2019-07-24
san luis obispo,95.0,-120.435278,35.004722,Wildfire,2019-07-24
siskiyou,83.0,-122.656569,41.834366,Wildfire,2019-07-27
siskiyou,35.0,-122.845,41.838,Wildfire,2019-07-27
mendocino,130.0,-123.846013,39.831762,Wildfire,2019-07-27
san bernardino,156.0,-117.769766,33.997528,Wildfire,2019-07-28
modoc,14217.0,-121.260305,41.79591,Wildfire,2019-07-28
san diego,150.0,-116.796032,32.767649,Wildfire,2019-07-28
santa barbara,100.0,-119.94974,34.665699,Wildfire,2019-07-28
monterey,306.0,-120.984167,35.908333,Wildfire,2019-07-29
monterey,280.0,-121.466944,36.008889,Wildfire,2019-07-30
el dorado,13.0,-120.75664,38.757636,Wildfire,2019-07-30
kern,448.0,-118.41204,35.60989,Wildfire,2019-07-31
san diego,448.0,-117.026667,32.575556,Wildfire,2019-08-01
sacramento,84.0,-121.123611,38.3525,Wildfire,2019-08-02
sacramento,50.0,-121.114095,38.622058,Wildfire,2019-08-02
modoc,103.0,-120.23976,41.43783,Wildfire,2019-08-02
contra costa,340.0,-121.872941,37.908362,Wildfire,2019-08-03
los angeles,156.0,-118.752395,34.677864,Wildfire,2019-08-03
san bernardino,26.0,-116.4449,34.202883,Wildfire,2019-08-03
shasta,30.0,-122.25409,40.55924,Wildfire,2019-08-04
kern,29.0,-118.623651,35.287373,Wildfire,2019-08-05
riverside,94.0,-117.333728,33.740219,Wildfire,2019-08-05
contra costa,58.0,-121.678172,37.968494,Wildfire,2019-08-07
lassen,130.0,-120.336977,40.886677,Wildfire,2019-08-07
lassen,107.0,-121.320838,40.900458,Wildfire,2019-08-07
lake,20.0,-122.7751,38.99174,Wildfire,2019-08-08
tuolumne,21.0,-120.420058,37.949747,Wildfire,2019-08-08
lassen,1020.0,-120.275298,40.943799,Wildfire,2019-08-08
alameda,240.0,-121.841879,37.708743,Wildfire,2019-08-09
yolo,33.0,-121.423281,39.171091,Wildfire,2019-08-10
riverside,20.0,-117.004667,33.909792,Wildfire,2019-08-12
shasta,46.0,-122.54364,40.46968,Wildfire,2019-08-12
mendocino,225.0,-123.195306,39.005262,Wildfire,2019-08-12
los angeles,1575.0,-118.254,34.91,Wildfire,2019-08-13
solano,81.0,-121.969167,38.455,Wildfire,2019-08-13
el dorado,16.0,-120.890556,38.703889,Wildfire,2019-08-14
colusa,20.0,-122.309167,39.088333,Wildfire,2019-08-14
santa clara,60.0,-121.761974,37.219717,Wildfire,2019-08-15
shasta,156.0,-122.159393,40.484329,Wildfire,2019-08-15
mariposa,433.0,-120.208019,37.532028,Wildfire,2019-08-15
san diego,80.0,-116.760465,32.57394,Wildfire,2019-08-15
el dorado,35.0,-120.826165,38.652475,Wildfire,2019-08-15
mariposa,1300.0,-120.177018,37.536069,Wildfire,2019-08-16
alameda,139.0,-121.55867,37.71734,Wildfire,2019-08-21
shasta,600.0,-122.241944,40.715556,Wildfire,2019-08-22
riverside,34.0,-116.857817,33.4506,Wildfire,2019-08-22
lassen,131.0,-120.544,40.562,Wildfire,2019-08-24
lassen,2438.0,-120.029722,39.892222,Wildfire,2019-08-24
riverside,80.0,-117.487578,33.77777348,Wildfire,2019-08-25
santa clara,35.0,-121.45597,37.034183,Wildfire,2019-08-25
san diego,25.0,-116.873955,32.557546,Wildfire,2019-08-25
riverside,12.0,-116.914799,33.463991,Wildfire,2019-08-27
lassen,3380.0,-120.581,40.593,Wildfire,2019-08-28
alameda,19.0,-121.657011,37.718636,Wildfire,2019-08-31
tulare,756.0,-119.030621,36.40193,Wildfire,2019-08-31
monterey,66.0,-120.992914,35.906482,Wildfire,2019-09-01
ventura,279.0,-119.3547,34.71011,Wildfire,2019-09-01
alameda,11.0,-121.596667,37.545167,Wildfire,2019-09-02
san benito,167.0,-120.8405,36.600167,Wildfire,2019-09-02
san bernardino,15.0,-117.343833,34.353667,Wildfire,2019-09-02
el dorado,85.0,-120.946657,38.898915,Wildfire,2019-09-03
santa cruz,10.0,-122.07743,37.178353,Wildfire,2019-09-03
plumas,54612.0,-120.680556,40.061389,Wildfire,2019-09-04
riverside,1926.0,-117.273157,33.528469,Wildfire,2019-09-04
lake,28.0,-122.642572,38.910498,Wildfire,2019-09-04
san benito,17.0,-121.39478,36.732866,Wildfire,2019-09-04
tehama,8836.0,-122.64,40.12,Wildfire,2019-09-05
san joaquin,44.0,-120.945044,38.017138,Wildfire,2019-09-05
trinity,244.0,-123.222196,40.062304,Wildfire,2019-09-05
tehama,5332.0,-122.789,40.109,Wildfire,2019-09-05
mono,4840.0,-118.872,37.826,Wildfire,2019-09-06
modoc,5737.0,-121.056,41.748,Wildfire,2019-09-06
inyo,1975.0,-118.228,36.284,Wildfire,2019-09-06
tulare,381.0,-118.185,36.151,Wildfire,2019-09-06
inyo,10296.0,-118.345,37.034,Wildfire,2019-09-06
butte,58.0,-121.412333,39.470333,Wildfire,2019-09-06
lassen,260.0,-120.606,44.734,Wildfire,2019-09-06
siskiyou,1872.0,-122.662258,41.862237,Wildfire,2019-09-07
siskiyou,227.0,-123.2129356,41.4929742,Wildfire,2019-09-07
trinity,280.0,-122.634108,41.150392,Wildfire,2019-09-07
lake,53.0,-122.833831,38.955024,Wildfire,2019-09-07
butte,496.0,-121.412619,39.45296,Wildfire,2019-09-07
siskiyou,15.0,-122.740333,41.512917,Wildfire,2019-09-07
riverside,250.0,-117.3063,33.9369,Wildfire,2019-09-07
santa barbara,200.0,-120.187368,34.630919,Wildfire,2019-09-09
riverside,10.0,-116.631106,33.496633,Wildfire,2019-09-10
stanislaus,190.0,-121.110146,37.32585,Wildfire,2019-09-11
riverside,34.0,-117.270144,33.854597,Wildfire,2019-09-12
stanislaus,11.0,-120.401028,37.492002,Wildfire,2019-09-13
riverside,503.0,-117.043723,33.4853,Wildfire,2019-09-14
siskiyou,91.0,-123.000833,41.749667,Wildfire,2019-09-15
riverside,167.0,-116.801111,33.635,Wildfire,2019-09-15
placer,640.0,-121.432636,38.751648,Wildfire,2019-09-20
santa clara,128.0,-121.842751,37.467744,Wildfire,2019-09-21
san luis obispo,220.0,-120.455883,35.214364,Wildfire,2019-09-21
riverside,98.0,-117.170588,33.900994,Wildfire,2019-09-21
calaveras,67.0,-120.827386,38.20177,Wildfire,2019-09-22
tuolumne,83.0,-120.625556,37.838333,Wildfire,2019-09-23
shasta,16.0,-122.039167,40.612556,Wildfire,2019-09-24
san diego,200.0,-116.806941,32.787656,Wildfire,2019-09-24
amador,10.0,-120.67131,38.332083,Wildfire,2019-09-25
san diego,52.0,-116.88,32.87833333,Wildfire,2019-09-25
solano,30.0,-122.25611111,38.07944444,Wildfire,2019-09-26
butte,300.0,-121.693472,39.622137,Wildfire,2019-09-28
el dorado,22.0,-120.965105,38.538467,Wildfire,2019-09-29
riverside,19.0,-117.033598,33.703546,Wildfire,2019-09-30
fresno,25.0,-120.634179,36.154184,Wildfire,2019-09-30
san luis obispo,52.0,-120.1755,35.189783,Wildfire,2019-10-01
stanislaus,18.0,-121.336465,37.429506,Wildfire,2019-10-03
glenn,63.0,-123.4375,41.70611111,Wildfire,2019-10-04
mendocino,10.0,-123.458782,39.613783,Wildfire,2019-10-04
mariposa,5563.0,-119.96606,37.604638,Wildfire,2019-10-06
napa,526.0,-122.211671,38.165873,Wildfire,2019-10-06
santa clara,29.0,-121.219163,37.066483,Wildfire,2019-10-07
tehama,11.0,-122.070055,40.314187,Wildfire,2019-10-07
alameda,12.0,-121.853,37.606,Wildfire,2019-10-08
monterey,289.0,-120.73102,35.79069,Wildfire,2019-10-09
san luis obispo,289.0,-120.73102,35.79069,Wildfire,2019-10-09
tehama,68.0,-122.1604,39.847708,Wildfire,2019-10-09
tehama,10.0,-122.160416,39.847708,Wildfire,2019-10-09
contra costa,40.0,-122.103867,37.828267,Wildfire,2019-10-10
riverside,9.0,-117.499619,33.827979,Wildfire,2019-10-10
riverside,350.0,-117.207068,33.975405,Wildfire,2019-10-10
riverside,1011.0,-117.059167,33.9925,Wildfire,2019-10-10
shasta,42.0,-122.19911,40.4988,Wildfire,2019-10-10
riverside,75.0,-116.897333,33.8615,Wildfire,2019-10-10
ventura,91.0,-118.950833,34.156389,Wildfire,2019-10-10
los angeles,8799.0,-118.48161,34.32988,Wildfire,2019-10-10
san luis obispo,30.0,-120.312856,35.709176,Wildfire,2019-10-11
el dorado,3435.0,-120.145,38.724,Wildfire,2019-10-11
ventura,200.0,-119.20187,34.23955,Wildfire,2019-10-11
lassen,55.0,-120.304341,40.387772,Wildfire,2019-10-13
riverside,75.0,-116.05898,33.45148,Wildfire,2019-10-14
contra costa,15.0,-122.245186,38.045866,Wildfire,2019-10-15
san diego,10.0,-117.097441,32.762706,Wildfire,2019-10-15
santa barbara,420.0,-120.190833,34.484722,Wildfire,2019-10-17
lake,25.0,-122.604425,38.88913,Wildfire,2019-10-17
fresno,137.0,-120.460189,36.319291,Wildfire,2019-10-18
san bernardino,11.0,-117.21545,34.033117,Wildfire,2019-10-21
los angeles,42.0,-118.554091,34.055768,Wildfire,2019-10-21
san diego,,-117.403719,33.351145,Wildfire,2019-10-22
sonoma,77758.0,-122.780053,38.792458,Wildfire,2019-10-23
san bernardino,145.0,-117.274276,34.183624,Wildfire,2019-10-24
marin,67.0,-122.636471,37.896231,Wildfire,2019-10-24
butte,80.0,-121.800538,39.551423,Wildfire,2019-10-24
los angeles,4615.0,-118.368056,34.472778,Wildfire,2019-10-24
san mateo,62.0,-122.361112,37.166674,Wildfire,2019-10-24
alameda,35.0,-121.68598,37.62782,Wildfire,2019-10-24
san diego,97.0,-116.742508,33.055124,Wildfire,2019-10-25
san diego,37.0,-117.027333,33.259861,Wildfire,2019-10-25
tehama,605.0,-122.25421,40.00171,Wildfire,2019-10-27
contra costa,200.0,-121.64118,37.99136,Wildfire,2019-10-27
contra costa,150.0,-122.2241,38.03545,Wildfire,2019-10-27
solano,140.0,-122.22463,38.07205,Wildfire,2019-10-27
mendocino,703.0,-123.12887,39.22431,Wildfire,2019-10-27
contra costa,50.0,-122.11092,37.97911,Wildfire,2019-10-27
los angeles,745.0,-118.478717,34.098191,Wildfire,2019-10-28
ventura,2375.0,-118.803389,34.282179,Wildfire,2019-10-30
riverside,628.0,-117.4625,34.01778,Wildfire,2019-10-31
riverside,328.0,-117.414111,33.985972,Wildfire,2019-10-31
san diego,50.0,-116.834583,32.564583,Wildfire,2019-10-31
san bernardino,200.0,-117.285,34.183,Wildfire,2019-10-31
ventura,9999.0,-118.997115,34.302212,Wildfire,2019-10-31
riverside,19.0,-117.461363,33.849906,Wildfire,2019-11-01
tehama,2534.0,-122.637837,40.036379,Wildfire,2019-11-03
lake,75.0,-122.496548,39.100408,Wildfire,2019-11-05
