County,Date,Year,Month,Day,incident_acres_burned,log_acres_burned,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),No_Drought,D0,D1,D2,D3,D4,Drought_Score,Drought_D3_D4,Any_Drought,Temp_Range,Avg_Temp,Is_Fire_Season,Season,Fire_Impact_Per_Capita,Max_Air_Temp_mean_7d,Max_Air_Temp_max_7d,Min_Air_Temp_mean_7d,Min_Air_Temp_min_7d,Precip_sum_7d,Precip_max_7d,Avg_Wind_Speed_mean_7d,Avg_Wind_Speed_max_7d,Max_Rel_Hum_mean_7d,Max_Rel_Hum_min_7d,Sol_Rad_mean_7d,Avg_Vap_Pres_mean_7d,ETo_sum_7d,Avg_Soil_Temp_mean_7d,Wind_Run_sum_7d,Population,Density,Land Area (mi)
ventura,2018-11-12,2018,11,12,186.0,5.231108616854587,0.14,0.0,357.0,1.8,75.4,54.3,14.0,2.5,60.0,55.5,0.0,100.0,100.0,90.56,0.0,0.0,290.56,0.0,100.0,21.10000000000001,64.85,0,Autumn,0.00021930289975027767,74.51428571428572,79.5,47.84285714285714,39.8,0.0,0.0,3.6714285714285717,7.2,81.85714285714286,32.0,338.85714285714283,9.0,0.88,58.714285714285715,617.4,848142.0,460.69636067354696,1841.0
san bernardino,2018-11-13,2018,11,13,147.0,4.997212273764115,0.11,0.0,327.0,1.9,61.6,33.3,28.0,4.3,104.3,53.3,0.0,100.0,89.34,12.71,0.0,0.0,202.05,0.0,100.0,28.300000000000004,47.45,0,Autumn,6.784345054558595e-05,68.61428571428571,81.2,35.94285714285714,26.4,0.0,0.0,3.9571428571428564,5.8,48.0,30.0,373.85714285714283,3.5142857142857147,0.78,57.142857142857146,664.8,2166753.0,107.9705501295595,20068.0
alameda,2018-11-14,2018,11,14,20.0,3.044522437723423,0.06,0.0,235.0,7.0,66.2,36.6,83.0,1.0,24.9,52.6,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,29.6,51.400000000000006,0,Autumn,1.1999356834473672e-05,68.82857142857144,73.1,37.300000000000004,34.5,0.0,0.0,1.1714285714285713,1.5,78.28571428571429,64.0,240.42857142857142,6.285714285714286,0.48000000000000004,54.614285714285714,197.1,1666756.0,2261.5413839891453,737.0
contra costa,2018-11-15,2018,11,15,20.0,3.044522437723423,0.07,0.0,224.0,5.2,64.3,31.1,75.0,2.7,65.9,48.4,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,33.199999999999996,47.7,0,Autumn,1.738345911714626e-05,68.42857142857143,72.4,36.25714285714285,31.5,0.0,0.0,4.4714285714285715,10.9,52.57142857142857,25.0,259.57142857142856,4.085714285714285,0.74,50.74285714285714,749.1999999999998,1150519.0,1604.629009762901,717.0
ventura,2018-11-15,2018,11,15,150.0,5.017279836814924,0.12,0.0,304.0,6.0,82.4,44.1,59.0,2.2,52.4,55.5,0.0,100.0,100.0,90.56,0.0,0.0,290.56,0.0,100.0,38.300000000000004,63.25,0,Autumn,0.00017685717721796585,77.0,79.7,48.34285714285714,39.8,0.0,0.0,4.4714285714285715,7.2,53.42857142857143,14.0,346.2857142857143,3.6285714285714286,1.12,56.471428571428575,752.4000000000001,848142.0,460.69636067354696,1841.0
santa cruz,2018-11-16,2018,11,16,10.0,2.3978952727983707,0.09,0.0,273.0,6.2,70.2,43.1,81.0,3.3,79.9,57.5,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,27.1,56.650000000000006,0,Autumn,3.651754120091586e-05,73.98571428571428,76.4,44.08571428571428,40.4,0.0,0.0,3.242857142857143,4.1,40.142857142857146,28.0,262.85714285714283,4.442857142857143,0.7200000000000001,58.771428571428565,542.4,273841.0,615.3730337078651,445.0
kings,2019-04-28,2019,4,28,161.0,5.087596335232384,0.27,0.0,611.0,9.3,90.6,48.4,68.0,6.0,144.3,67.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.199999999999996,69.5,0,Spring,0.0010527004053877337,90.10000000000001,98.0,53.41428571428572,43.2,0.0,0.0,5.057142857142857,6.3,71.42857142857143,60.0,585.2857142857143,10.928571428571429,1.77,65.68571428571428,848.4,152940.0,109.94967649173256,1391.0
butte,2019-04-30,2019,4,30,10.0,2.3978952727983707,0.16,0.0,557.0,11.5,73.3,48.0,96.0,3.6,86.1,66.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.299999999999997,60.65,0,Spring,4.562335185641419e-05,86.85714285714286,90.3,53.82857142857143,50.2,0.0,0.0,2.471428571428571,3.4,99.85714285714286,99.0,632.8571428571429,15.757142857142856,1.48,66.87142857142858,417.2,219186.0,133.9767726161369,1636.0
kern,2019-04-30,2019,4,30,115.0,4.7535901911063645,0.22,0.0,604.0,11.5,76.7,50.5,87.0,7.0,167.7,69.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.200000000000003,63.6,0,Spring,0.0001277491052008327,90.25714285714285,94.9,58.18571428571429,54.1,0.0,0.0,4.714285714285714,7.3,79.42857142857143,75.0,636.0,14.528571428571428,1.71,69.57142857142857,791.8000000000001,900202.0,110.65789797172712,8135.0
butte,2019-05-01,2019,5,1,50.0,3.9318256327243257,0.21,0.0,687.0,8.7,80.7,41.9,97.0,2.5,60.3,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.800000000000004,61.3,1,Spring,0.00022811675928207094,84.5,90.3,53.0,48.0,0.0,0.0,2.5142857142857147,3.6,99.42857142857143,96.0,623.5714285714286,15.22857142857143,1.41,67.15714285714286,423.79999999999995,219186.0,133.9767726161369,1636.0
kern,2019-05-03,2019,5,3,172.0,5.153291594497779,0.25,0.0,693.0,10.7,87.3,50.3,83.0,3.5,84.0,69.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,68.8,1,Spring,0.00019106822690907152,85.32857142857144,94.9,55.0,48.3,0.0,0.0,5.157142857142857,7.3,81.28571428571429,76.0,631.0,12.785714285714286,1.6500000000000001,70.27142857142857,867.7,900202.0,110.65789797172712,8135.0
kern,2019-05-07,2019,5,7,2500.0,7.824445930877619,0.24,0.0,671.0,12.9,83.4,53.2,80.0,5.6,135.1,70.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.200000000000003,68.30000000000001,1,Spring,0.0027771544608876674,83.41428571428571,88.8,51.614285714285714,48.3,0.0,0.0,5.771428571428572,8.5,77.42857142857143,64.0,670.2857142857143,10.557142857142859,1.77,69.75714285714285,969.9,900202.0,110.65789797172712,8135.0
placer,2019-05-10,2019,5,10,65.0,4.189654742026425,0.26,0.0,705.0,10.5,85.3,49.9,96.0,3.5,82.9,70.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,67.6,1,Spring,0.0001631816915163094,76.58571428571429,81.6,51.04285714285714,47.8,0.10999999999999956,0.09,3.2857142857142856,4.1,81.42857142857143,60.0,691.2857142857143,11.62857142857143,1.4899999999999998,69.82857142857142,550.5,398329.0,283.1051883439943,1407.0
san diego,2019-05-13,2019,5,13,22.0,3.1354942159291497,0.16,0.0,506.0,15.1,72.2,59.8,86.0,3.7,88.9,70.0,1.71,98.29,0.0,0.0,0.0,0.0,98.29,0.0,98.29,12.400000000000006,66.0,1,Spring,6.590121408009394e-06,67.65714285714286,73.1,55.75714285714285,54.8,0.15000000000000022,0.06,3.5714285714285707,4.4,93.57142857142857,88.0,347.7142857142857,14.028571428571428,0.69,68.14285714285714,601.6,3338330.0,792.9524940617578,4210.0
riverside,2019-05-18,2019,5,18,130.0,4.875197323201151,0.2,0.02,609.0,10.7,72.2,48.9,86.0,4.2,100.4,66.5,75.94,24.06,0.0,0.0,0.0,0.0,24.06,0.0,24.060000000000002,23.300000000000004,60.55,1,Spring,5.2619947169573044e-05,74.12857142857142,81.0,55.471428571428575,52.1,0.07000000000000045,0.07,4.2,5.1,92.14285714285714,86.0,580.5714285714286,14.285714285714286,1.29,68.02857142857144,706.1,2470546.0,342.7030101262311,7209.0
riverside,2019-05-20,2019,5,20,26.0,3.295836866004329,0.16,0.0,521.0,10.9,67.1,50.7,91.0,4.2,100.8,66.1,75.94,24.06,0.0,0.0,0.0,0.0,24.06,0.0,24.060000000000002,16.39999999999999,58.9,1,Spring,1.0523989433914609e-05,71.77142857142857,81.0,54.07142857142857,48.9,0.4300000000000005,0.34,4.385714285714285,5.1,90.71428571428571,86.0,536.8571428571429,13.27142857142857,1.1800000000000002,68.10000000000001,736.8,2470546.0,342.7030101262311,7209.0
tehama,2019-05-20,2019,5,20,63.0,4.1588830833596715,0.21,0.0,636.0,11.6,68.1,43.9,100.0,7.6,181.8,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.199999999999996,56.0,1,Spring,0.0009679798414356832,65.77142857142857,79.9,51.68571428571429,44.0,2.4499999999999993,1.02,8.985714285714286,16.4,95.0,85.0,398.42857142857144,12.971428571428572,0.9199999999999999,63.12857142857143,1508.1000000000001,65084.0,22.06985418786029,2949.0
fresno,2019-05-29,2019,5,29,121.0,4.804021044733257,0.25,0.0,632.0,16.4,87.5,61.8,86.0,5.1,122.7,67.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.700000000000003,74.65,1,Spring,0.00012110887688031541,72.6,84.4,49.75714285714285,42.8,0.5300000000000004,0.35,5.228571428571429,6.7,94.0,87.0,552.8571428571429,12.757142857142858,1.25,65.38571428571427,881.1000000000001,999101.0,167.69066800939913,5958.0
riverside,2019-05-29,2019,5,29,55.0,4.02535169073515,0.25,0.0,739.0,13.2,81.0,52.0,90.0,3.8,90.6,66.8,75.94,24.06,0.0,0.0,0.0,0.0,24.06,0.0,24.060000000000002,29.0,66.5,1,Spring,2.226228534097321e-05,67.4,76.7,49.185714285714276,46.9,0.34000000000000047,0.17,3.685714285714286,4.8,92.71428571428571,89.0,489.2857142857143,11.742857142857144,1.0,64.97142857142858,619.6,2470546.0,342.7030101262311,7209.0
san luis obispo,2019-05-29,2019,5,29,835.0,6.728628613084702,0.18,0.0,619.0,13.4,66.8,50.5,98.0,3.3,79.8,65.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,58.65,1,Spring,0.002949373214039723,64.57142857142857,71.1,48.57142857142856,42.4,0.21000000000000002,0.13,3.3000000000000003,4.2,94.28571428571429,92.0,491.42857142857144,12.142857142857142,0.96,64.32857142857144,554.6,283111.0,85.76522265980006,3301.0
riverside,2019-05-30,2019,5,30,45.0,3.828641396489095,0.25,0.0,733.0,14.2,82.9,53.8,91.0,4.0,95.4,67.9,75.94,24.06,0.0,0.0,0.0,0.0,24.06,0.0,24.060000000000002,29.10000000000001,68.35,1,Spring,1.82145970971599e-05,69.68571428571428,81.0,49.31428571428571,46.9,0.17000000000000046,0.17,3.7857142857142856,4.8,92.85714285714286,90.0,546.4285714285714,12.042857142857144,1.16,65.24285714285715,635.6,2470546.0,342.7030101262311,7209.0
santa clara,2019-05-30,2019,5,30,144.0,4.976733742420574,0.17,0.0,559.0,15.2,73.0,53.1,100.0,5.6,134.6,63.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,63.05,1,Spring,7.469453049300465e-05,69.45714285714286,79.4,51.785714285714285,47.0,0.24000000000000044,0.24,5.714285714285714,7.1,100.0,100.0,530.8571428571429,14.2,1.09,62.67142857142858,958.1999999999999,1927852.0,1493.3013168086754,1291.0
tulare,2019-06-01,2019,6,1,155.0,5.049856007249537,0.25,0.0,703.0,17.2,88.9,60.2,92.0,3.4,81.2,75.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.700000000000003,74.55000000000001,1,Summer,0.00033247889831508273,77.7,88.2,53.45714285714286,45.4,0.15,0.15,3.628571428571429,6.5,98.57142857142857,94.0,584.8571428571429,14.685714285714287,1.3399999999999999,69.0,610.6,466195.0,96.64075456053068,4824.0
tulare,2019-06-02,2019,6,2,257.0,5.552959584921617,0.27,0.0,760.0,15.7,89.3,60.7,82.0,4.0,96.5,76.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.599999999999994,75.0,1,Summer,0.0005512714636579114,78.42857142857143,88.9,54.48571428571429,45.4,0.15,0.15,3.4285714285714284,6.5,97.42857142857143,92.0,588.8571428571429,15.214285714285714,1.3499999999999999,69.68571428571428,576.8000000000001,466195.0,96.64075456053068,4824.0
tulare,2019-06-03,2019,6,3,33.0,3.5263605246161616,0.26,0.0,742.0,18.2,89.3,62.6,85.0,3.1,73.2,77.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.699999999999996,75.95,1,Summer,7.078582996385633e-05,81.7,89.3,56.32857142857143,45.4,0.0,0.0,3.0714285714285716,4.0,94.85714285714286,82.0,650.7142857142857,15.785714285714286,1.52,71.18571428571428,517.4,466195.0,96.64075456053068,4824.0
tulare,2019-06-03,2019,6,3,25.0,3.258096538021482,0.26,0.0,742.0,18.2,89.3,62.6,85.0,3.1,73.2,77.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.699999999999996,75.95,1,Summer,5.3625628760497216e-05,81.7,89.3,56.32857142857143,45.4,0.0,0.0,3.0714285714285716,4.0,94.85714285714286,82.0,650.7142857142857,15.785714285714286,1.52,71.18571428571428,517.4,466195.0,96.64075456053068,4824.0
san luis obispo,2019-06-05,2019,6,5,1075.0,6.98100574072173,0.21,0.0,684.0,14.8,74.6,53.1,96.0,3.0,71.5,68.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.499999999999993,63.849999999999994,1,Summer,0.0037970972516080267,69.71428571428571,73.9,52.7,50.5,0.0,0.0,3.042857142857143,3.3,95.0,90.0,555.4285714285714,13.757142857142858,1.12,66.47142857142856,513.1,283111.0,85.76522265980006,3301.0
contra costa,2019-06-06,2019,6,6,23.0,3.1780538303479458,0.32,0.0,769.0,9.6,82.1,56.9,54.0,8.4,202.3,70.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.199999999999996,69.5,1,Summer,1.993886570393732e-05,89.85714285714286,96.5,56.8,53.4,0.0,0.0,5.299999999999999,5.8,99.0,99.0,738.0,16.45714285714286,1.9300000000000002,70.3,891.3999999999999,1153526.0,1608.8228730822873,717.0
placer,2019-06-07,2019,6,7,27.0,3.332204510175204,0.26,0.0,769.0,9.2,75.6,51.5,72.0,3.9,93.6,75.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.099999999999994,63.55,1,Summer,6.778316416831312e-05,87.27142857142859,94.6,61.542857142857144,55.4,0.019999999999999556,0.02,3.4714285714285715,3.8,77.85714285714286,68.0,706.1428571428571,16.02857142857143,1.79,71.78571428571429,583.4,398329.0,283.1051883439943,1407.0
solano,2019-06-07,2019,6,7,24.0,3.2188758248682006,0.225,0.0,749.0,6.8,78.5,57.2,58.0,5.8,139.5,72.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.299999999999997,67.85,1,Summer,5.361415234908175e-05,89.78571428571429,94.7,60.31428571428571,56.0,0.0,0.0,4.028571428571429,5.5,82.14285714285714,42.0,713.8571428571429,16.2,1.61,73.12857142857142,678.7,447643.0,544.5778588807785,822.0
stanislaus,2019-06-07,2019,6,7,581.0,6.366470447731438,0.31,0.0,747.0,8.3,79.1,45.4,89.0,8.6,206.8,67.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.699999999999996,62.25,1,Summer,0.001055097519340428,89.0,96.6,57.142857142857146,53.4,0.0,0.0,6.257142857142857,10.0,91.71428571428571,83.0,704.5714285714286,16.499999999999996,1.9699999999999998,68.77142857142857,1053.4,550660.0,368.0882352941176,1496.0
napa,2019-06-08,2019,6,8,50.0,3.9318256327243257,0.0,0.0,750.0,6.2,88.8,57.8,91.5,7.6,182.8,67.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,73.3,1,Summer,0.00036299221744685796,83.14285714285714,93.9,51.285714285714285,45.5,0.0,0.0,3.9,4.7,89.28571428571428,82.0,703.7142857142857,14.514285714285714,0.0,68.41428571428571,652.8,137744.0,183.17021276595744,752.0
sutter,2019-06-08,2019,6,8,1350.0,7.208600337960199,0.36,0.0,731.0,9.4,84.6,58.3,47.0,12.5,299.1,72.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.299999999999997,71.44999999999999,1,Summer,0.013921687927318478,88.41428571428571,97.1,57.271428571428565,50.1,0.0,0.0,4.614285714285715,7.5,87.57142857142857,79.0,710.2857142857143,16.614285714285717,1.81,72.71428571428571,772.5,96971.0,160.81426202321725,603.0
yolo,2019-06-08,2019,6,8,2220.0,7.7057128238944275,0.46,0.0,758.0,7.0,85.4,61.2,37.0,17.0,408.0,72.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.200000000000003,73.30000000000001,1,Summer,0.010068027210884354,87.78571428571429,95.6,57.52857142857143,51.1,0.0,0.0,6.071428571428571,10.9,84.28571428571429,72.0,720.2857142857143,14.785714285714286,2.0100000000000002,71.95714285714287,1021.1,220500.0,217.67028627838104,1013.0
yuba,2019-06-08,2019,6,8,70.0,4.2626798770413155,0.33,0.0,703.0,6.6,83.9,55.5,37.0,7.4,177.9,70.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.400000000000006,69.7,1,Summer,0.0008898154268571719,86.82857142857142,92.8,60.2,49.0,0.020000000000000667,0.02,4.628571428571428,5.8,81.42857142857143,69.0,679.8571428571429,15.957142857142857,1.83,71.78571428571429,777.7,78668.0,124.4746835443038,632.0
santa clara,2019-06-09,2019,6,9,210.0,5.351858133476067,0.28,0.0,678.0,10.4,97.7,49.2,74.0,4.0,96.6,65.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,73.45,1,Summer,0.00010892952363563178,82.71428571428571,91.5,51.34285714285714,46.0,0.0,0.0,5.928571428571429,7.1,98.42857142857143,89.0,693.8571428571429,14.042857142857144,1.73,66.2,999.3000000000001,1927852.0,1493.3013168086754,1291.0
san diego,2019-06-10,2019,6,10,15.0,2.772588722239781,0.23,0.0,720.0,0.4,81.3,56.2,17.0,3.7,89.3,73.0,1.74,98.26,0.0,0.0,0.0,0.0,98.26,0.0,98.26,25.099999999999994,68.75,1,Summer,4.493264596370041e-06,73.07142857142857,81.5,58.68571428571429,56.3,0.0,0.0,3.8142857142857136,4.0,88.85714285714286,25.0,580.5714285714286,12.442857142857141,1.2500000000000002,71.35714285714286,639.5,3338330.0,792.9524940617578,4210.0
san luis obispo,2019-06-10,2019,6,10,120.0,4.795790545596741,0.24,0.0,672.0,15.7,89.3,58.5,83.0,2.3,56.3,69.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.799999999999997,73.9,1,Summer,0.0004238620187841518,75.2,84.7,53.98571428571429,47.1,0.0,0.0,3.400000000000001,4.7,88.0,55.0,684.4285714285714,12.857142857142858,1.54,67.74285714285715,570.1,283111.0,85.76522265980006,3301.0
santa clara,2019-06-10,2019,6,10,35.0,3.58351893845611,0.3,0.0,709.0,13.1,103.4,59.5,72.0,4.3,103.4,67.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.900000000000006,81.45,1,Summer,1.815492060593863e-05,86.12857142857142,97.7,50.74285714285715,46.0,0.0,0.0,5.542857142857143,7.1,94.71428571428571,74.0,699.0,13.328571428571431,1.81,66.44285714285715,934.2,1927852.0,1493.3013168086754,1291.0
tulare,2019-06-10,2019,6,10,47.0,3.871201010907891,0.27,0.0,708.0,17.4,98.7,63.5,78.0,2.6,63.1,79.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,81.1,1,Summer,0.00010081618206973477,89.48571428571428,98.4,62.44285714285714,52.6,0.0,0.0,3.1571428571428575,4.3,79.42857142857143,61.0,747.4285714285714,16.071428571428573,1.9200000000000002,79.55714285714285,527.5,466195.0,96.64075456053068,4824.0
monterey,2019-06-12,2019,6,12,43.0,3.784189633918261,0.3,0.0,731.0,13.6,92.7,54.1,93.0,6.4,154.0,68.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,73.4,1,Summer,9.906441721324882e-05,93.25714285714285,106.4,49.5,42.1,0.0,0.0,6.414285714285714,10.4,82.57142857142857,65.0,708.5714285714286,10.571428571428571,2.07,65.44285714285715,1078.0,434061.0,132.25502742230347,3282.0
san luis obispo,2019-06-12,2019,6,12,1763.0,7.475339236566737,0.23,0.0,729.0,16.2,79.4,56.1,94.0,3.0,72.3,70.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000004,67.75,1,Summer,0.0062272394926371636,79.98571428571428,89.3,55.4,47.1,0.0,0.0,3.1857142857142864,4.7,85.0,55.0,672.0,13.285714285714286,1.58,68.4,534.4,283111.0,85.76522265980006,3301.0
siskiyou,2019-06-14,2019,6,14,17.0,2.8903717578961645,0.26,0.0,737.0,11.0,83.0,48.9,85.0,4.3,103.9,68.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,65.95,1,Summer,0.00039045453501458465,77.05714285714285,87.8,39.800000000000004,30.6,0.03999999999999956,0.04,4.3,7.8,84.85714285714286,75.0,372.14285714285717,8.814285714285713,1.01,62.01428571428572,724.8,43539.0,6.934065934065934,6279.0
butte,2019-06-15,2019,6,15,17.0,2.8903717578961645,0.22,0.0,668.0,19.6,85.0,59.2,97.0,2.6,61.3,77.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.799999999999997,72.1,1,Summer,7.755969815590412e-05,91.8,96.7,60.44285714285714,56.5,0.0,0.0,2.8285714285714287,6.5,39.0,2.0,699.7142857142857,4.7,1.72,75.88571428571427,473.7,219186.0,133.9767726161369,1636.0
siskiyou,2019-06-16,2019,6,16,10.0,2.3978952727983707,0.28,0.0,746.0,11.4,83.9,45.7,93.0,5.1,121.4,68.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,64.80000000000001,1,Summer,0.00022967913824387332,83.29999999999998,87.8,43.57142857142857,33.0,0.03999999999999956,0.04,3.8857142857142852,5.2,85.71428571428571,75.0,501.7142857142857,10.228571428571428,1.3399999999999999,64.41428571428573,656.0999999999998,43539.0,6.934065934065934,6279.0
siskiyou,2019-06-17,2019,6,17,207.0,5.337538079701318,0.28,0.0,738.0,11.6,80.7,49.4,85.0,6.1,147.3,68.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.300000000000004,65.05,1,Summer,0.004754358161648178,84.52857142857144,87.8,45.38571428571429,35.8,0.03999999999999956,0.04,3.957142857142857,5.2,88.28571428571429,84.0,562.2857142857143,10.9,1.48,65.74285714285713,666.0,43539.0,6.934065934065934,6279.0
san diego,2019-06-20,2019,6,20,120.0,4.795790545596741,0.18,0.0,563.0,15.6,71.4,60.8,85.0,4.4,105.3,73.1,1.74,98.26,0.0,0.0,0.0,0.0,98.26,0.0,98.26,10.600000000000009,66.1,1,Summer,3.594611677096033e-05,71.04285714285714,73.6,58.557142857142864,55.9,0.020000000000000222,0.01,4.057142857142857,4.9,90.42857142857143,82.0,546.1428571428571,14.085714285714285,1.09,73.34285714285714,677.8,3338330.0,792.9524940617578,4210.0
alameda,2019-06-21,2019,6,21,30.0,3.4339872044851463,0.22,0.0,733.0,13.5,75.3,54.2,85.0,1.1,27.0,71.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.099999999999994,64.75,1,Summer,1.7949787265104595e-05,72.64285714285714,78.6,56.228571428571435,54.7,0.01,0.01,1.0571428571428572,1.3,85.71428571428571,83.0,660.4285714285714,14.471428571428573,1.33,71.5,178.5,1671329.0,2267.7462686567164,737.0
riverside,2019-06-21,2019,6,21,500.0,6.2166061010848646,0.15,0.01,472.0,14.9,72.5,59.2,91.0,4.8,115.8,73.8,75.94,24.06,0.0,0.0,0.0,0.0,24.06,0.0,24.060000000000002,13.299999999999997,65.85,1,Summer,0.00020238441219066556,78.84285714285714,84.2,60.714285714285715,60.2,0.0,0.0,4.642857142857143,5.8,89.57142857142857,86.0,576.5714285714286,16.514285714285712,1.33,74.34285714285714,782.2,2470546.0,342.7030101262311,7209.0
tehama,2019-06-22,2019,6,22,46.0,3.8501476017100584,0.35,0.0,756.0,11.0,90.4,63.2,64.0,8.5,204.6,70.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.200000000000003,76.80000000000001,1,Summer,0.0007067789318419273,92.01428571428572,99.9,64.32857142857144,60.4,0.0,0.0,7.642857142857143,14.6,82.14285714285714,39.0,726.7142857142857,15.957142857142856,2.29,74.21428571428571,1286.1,65084.0,22.06985418786029,2949.0
yuba,2019-06-24,2019,6,24,80.0,4.394449154672439,0.28,0.0,653.0,13.3,92.0,67.6,50.0,4.4,105.6,74.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.400000000000006,79.8,1,Summer,0.0010169319164081965,91.28571428571429,98.6,62.44285714285714,54.4,0.0,0.0,4.457142857142857,6.3,73.71428571428571,46.0,689.4285714285714,14.485714285714286,1.97,75.27142857142857,748.8999999999999,78668.0,124.4746835443038,632.0
monterey,2019-06-25,2019,6,25,2546.0,7.842671474979457,0.26,0.0,684.0,13.7,83.7,49.6,98.0,7.5,180.2,72.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,66.65,1,Summer,0.00586553502848678,85.9857142857143,93.1,51.771428571428565,48.5,0.009999999999999778,0.01,6.014285714285713,6.5,97.57142857142857,94.0,688.8571428571429,14.242857142857142,1.79,70.94285714285714,1008.9,434061.0,132.25502742230347,3282.0
stanislaus,2019-06-25,2019,6,25,2420.0,7.791935956938058,0.32,0.0,722.0,12.8,90.3,54.1,91.0,7.0,169.2,73.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.199999999999996,72.2,1,Summer,0.0043947263284059125,90.54285714285713,95.3,55.885714285714286,53.0,0.0,0.0,5.457142857142856,7.4,90.57142857142857,81.0,717.0,15.499999999999998,2.0199999999999996,73.87142857142858,915.0999999999999,550660.0,368.0882352941176,1496.0
yuba,2019-06-25,2019,6,25,80.0,4.394449154672439,0.27,0.0,662.0,13.0,88.6,63.1,61.0,4.4,105.5,75.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.499999999999993,75.85,1,Summer,0.0010169319164081965,91.24285714285715,98.6,63.528571428571425,54.4,0.0,0.0,4.642857142857143,6.3,68.57142857142857,46.0,690.5714285714286,13.700000000000001,2.01,75.21428571428571,778.9,78668.0,124.4746835443038,632.0
placer,2019-06-26,2019,6,26,148.0,5.003946305945459,0.26,0.0,742.0,11.0,79.8,56.3,70.0,3.4,82.7,82.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,68.05,1,Summer,0.0003715521591448275,90.5142857142857,96.3,61.642857142857146,55.5,0.0,0.0,3.4857142857142853,4.4,68.85714285714286,54.0,738.2857142857143,13.457142857142857,1.99,81.78571428571429,586.7,398329.0,283.1051883439943,1407.0
