County,Date,Year,Month,Day,incident_acres_burned,log_acres_burned,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),No_Drought,D0,D1,D2,D3,D4,Drought_Score,Drought_D3_D4,Any_Drought,Temp_Range,Avg_Temp,Is_Fire_Season,Season,Fire_Impact_Per_Capita,Max_Air_Temp_mean_7d,Max_Air_Temp_max_7d,Min_Air_Temp_mean_7d,Min_Air_Temp_min_7d,Precip_sum_7d,Precip_max_7d,Avg_Wind_Speed_mean_7d,Avg_Wind_Speed_max_7d,Max_Rel_Hum_mean_7d,Max_Rel_Hum_min_7d,Sol_Rad_mean_7d,Avg_Vap_Pres_mean_7d,ETo_sum_7d,Avg_Soil_Temp_mean_7d,Wind_Run_sum_7d,Population,Density,Land Area (mi)
solano,2013-06-18,2013,6,18,124.0,4.8283137373023015,0.225,0.0,710.0,9.7,78.7,56.5,69.0,6.4,153.4,71.5,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,22.200000000000003,67.6,1,Summer,0.0002954674342465819,87.42857142857143,92.0,55.15714285714286,49.4,0.0,0.0,4.114285714285715,6.3,74.71428571428571,56.0,690.2857142857143,10.200000000000001,1.61,72.27142857142857,693.7,419674.0,510.5523114355231,822.0
lake,2013-06-20,2013,6,20,25.0,3.258096538021482,0.28,0.0,826.0,9.9,78.5,47.9,81.0,5.7,136.7,67.6,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,30.6,63.2,1,Summer,0.00039090596366138163,79.44285714285715,91.0,43.785714285714285,39.8,0.0,0.0,5.285714285714286,6.1,85.57142857142857,83.0,794.2857142857143,10.271428571428572,1.9000000000000001,68.92857142857143,885.8999999999999,63954.0,50.9593625498008,1255.0
fresno,2013-06-25,2013,6,25,150.0,5.017279836814924,0.25,0.0,623.0,16.6,89.5,64.2,75.0,5.6,133.4,71.8,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,25.299999999999997,76.85,1,Summer,0.00015872260051108677,84.51428571428572,92.0,54.8,51.3,0.0,0.0,7.785714285714286,10.5,62.857142857142854,53.0,665.1428571428571,10.414285714285715,2.02,69.64285714285714,1308.8,945045.0,158.6178247734139,5958.0
san bernardino,2013-06-28,2013,6,28,534.0,6.282266746896006,0.33,0.0,678.0,9.1,103.1,65.9,54.0,5.6,134.1,69.2,0.0,100.0,90.73,80.73,0.0,0.0,271.46000000000004,0.0,100.0,37.19999999999999,84.5,1,Summer,0.00025753407744927444,89.62857142857142,98.3,59.185714285714276,54.6,0.0,0.0,7.457142857142857,10.7,65.14285714285714,52.0,687.0,10.442857142857141,2.1,67.15714285714286,1251.3000000000002,2073512.0,103.3242973888778,20068.0
monterey,2013-06-29,2013,6,29,105.0,4.663439094112067,0.36,0.0,709.0,12.4,100.6,54.3,85.0,7.5,179.8,78.5,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,46.3,77.44999999999999,1,Summer,0.0002471821237888076,88.5,99.3,54.542857142857144,45.8,0.0,0.0,6.428571428571428,7.4,90.57142857142857,82.0,593.0,14.942857142857145,1.73,72.51428571428572,1079.1,424788.0,129.42961608775138,3282.0
contra costa,2013-07-01,2013,7,1,274.0,5.616771097666572,0.3,0.0,660.0,18.1,101.1,62.9,82.0,4.5,108.5,81.3,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,38.199999999999996,82.0,1,Summer,0.0002542810157876958,91.67142857142858,104.3,62.81428571428571,59.5,0.0,0.0,5.385714285714286,6.1,82.42857142857143,60.0,583.5714285714286,17.014285714285712,1.7700000000000002,76.48571428571428,902.4999999999999,1077548.0,1502.8563458856345,717.0
contra costa,2013-07-01,2013,7,1,492.0,6.20050917404269,0.3,0.0,660.0,18.1,101.1,62.9,82.0,4.5,108.5,81.3,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,38.199999999999996,82.0,1,Summer,0.0004565921889326508,91.67142857142858,104.3,62.81428571428571,59.5,0.0,0.0,5.385714285714286,6.1,82.42857142857143,60.0,583.5714285714286,17.014285714285712,1.7700000000000002,76.48571428571428,902.4999999999999,1077548.0,1502.8563458856345,717.0
modoc,2013-07-03,2013,7,3,502.0,6.220590170099739,0.26,0.0,608.0,14.8,93.1,59.8,79.0,4.9,116.6,70.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,33.3,76.44999999999999,1,Summer,0.053684097957437706,92.45714285714287,101.3,47.55714285714286,40.0,0.0,0.0,4.799999999999999,9.5,90.85714285714286,83.0,697.7142857142857,11.685714285714287,1.9700000000000002,65.60000000000001,803.9,9351.0,2.3685410334346506,3948.0
alameda,2013-07-04,2013,7,4,50.0,3.9318256327243257,0.24,0.0,637.0,16.9,87.9,60.2,79.0,3.4,82.5,75.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,27.700000000000003,74.05000000000001,1,Summer,3.21799192155308e-05,86.9857142857143,91.7,59.057142857142864,57.7,0.0,0.0,3.357142857142857,4.4,93.28571428571429,87.0,649.5714285714286,17.442857142857143,1.6700000000000002,73.39999999999999,566.2,1553764.0,2108.2279511533243,737.0
alameda,2013-07-06,2013,7,6,38.0,3.6635616461296463,0.22,0.0,674.0,14.2,72.4,55.3,90.0,4.2,101.4,73.6,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,17.10000000000001,63.85,1,Summer,2.4456738603803408e-05,84.88571428571427,91.7,58.84285714285715,56.6,0.0,0.0,3.742857142857143,5.3,89.57142857142857,79.0,645.1428571428571,16.642857142857142,1.64,74.15714285714284,632.0,1553764.0,2108.2279511533243,737.0
san diego,2013-07-06,2013,7,6,7055.0,8.861633597686627,0.19,0.0,574.0,18.7,76.6,62.5,89.0,3.3,79.5,75.1,0.0,100.0,100.0,31.28,0.0,0.0,231.28,0.0,100.0,14.099999999999994,69.55,1,Summer,0.002222512746764283,82.54285714285713,87.9,62.800000000000004,61.2,0.0,0.0,3.6571428571428575,4.2,93.57142857142857,89.0,563.0,19.542857142857144,1.36,75.44285714285715,613.3999999999999,3174335.0,753.998812351544,4210.0
san luis obispo,2013-07-07,2013,7,7,85.0,4.454347296253507,0.2,0.0,639.0,13.0,73.9,53.4,88.0,3.2,77.3,70.0,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,20.500000000000007,63.650000000000006,1,Summer,0.0003100379340531077,83.0,92.4,56.885714285714286,55.0,0.0,0.0,2.971428571428572,3.4,82.42857142857143,68.0,644.5714285714286,14.071428571428571,1.57,70.87142857142858,500.3,274160.0,83.05362011511663,3301.0
el dorado,2013-07-08,2013,7,8,572.0,6.35088571671474,0.31,0.0,719.0,9.1,88.7,65.0,44.0,6.3,151.2,67.9,0.0,100.0,100.0,85.58,0.0,0.0,285.58,0.0,100.0,23.700000000000003,76.85,1,Summer,0.0031676588675065764,93.02857142857142,98.5,69.94285714285715,62.3,0.0,0.0,5.557142857142858,6.2,53.142857142857146,48.0,685.7142857142857,13.1,2.17,68.58571428571429,934.8,180575.0,105.72306791569086,1708.0
yuba,2013-07-08,2013,7,8,73.0,4.30406509320417,0.28,0.0,707.0,13.5,93.6,64.5,65.0,3.9,92.9,78.6,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,29.099999999999994,79.05,1,Summer,0.0010031055047132217,98.67142857142856,104.5,70.05714285714285,58.0,0.0,0.0,4.0285714285714285,4.6,68.85714285714286,58.0,676.8571428571429,18.571428571428573,2.03,79.1,677.7,72774.0,115.1487341772152,632.0
shasta,2013-07-09,2013,7,9,43.0,3.784189633918261,0.29,0.0,707.0,9.8,88.8,45.7,80.0,5.0,119.5,65.6,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,43.099999999999994,67.25,1,Summer,0.00024174279690794098,92.4,100.7,53.31428571428571,46.5,0.18999999999999956,0.19,4.485714285714286,5.1,86.14285714285714,80.0,661.7142857142857,13.557142857142855,1.88,67.42857142857143,750.1,177875.0,47.10672669491525,3776.0
santa clara,2013-07-12,2013,7,12,50.0,3.9318256327243257,0.24,0.0,670.0,13.7,81.8,51.3,100.0,6.3,150.7,66.1,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,30.5,66.55,1,Summer,2.720565790626345e-05,81.39999999999999,99.4,52.557142857142864,48.9,0.01,0.01,6.328571428571429,8.7,99.42857142857143,97.0,648.1428571428571,13.985714285714286,1.58,67.28571428571429,1065.6000000000001,1837853.0,1423.588690937258,1291.0
stanislaus,2013-07-12,2013,7,12,150.0,5.017279836814924,0.25,0.0,653.0,13.6,89.3,53.0,90.0,4.8,114.9,71.9,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,36.3,71.15,1,Summer,0.0002882265229889475,91.0,95.8,55.528571428571425,53.3,0.0,0.0,4.728571428571429,6.4,87.57142857142857,80.0,633.1428571428571,14.742857142857144,1.76,73.42857142857143,795.4000000000001,520424.0,347.8770053475936,1496.0
riverside,2013-07-15,2013,7,15,27531.0,10.223104243518256,0.27,0.0,691.0,14.5,91.1,66.2,74.0,4.1,99.6,75.0,0.0,100.0,89.36,79.56,0.0,0.0,268.92,0.0,100.0,24.89999999999999,78.65,1,Summer,0.012175372058425511,90.57142857142857,98.0,66.52857142857142,62.2,0.0100000000000005,0.01,3.8000000000000003,4.3,71.71428571428571,60.0,565.2857142857143,15.728571428571428,1.59,75.20000000000002,639.1,2261204.0,313.66403107227075,7209.0
riverside,2013-07-16,2013,7,16,150.0,5.017279836814924,0.29,0.0,723.0,10.0,91.0,60.3,63.0,4.4,106.0,74.5,0.0,100.0,89.36,79.56,0.0,0.0,268.92,0.0,100.0,30.700000000000003,75.65,1,Summer,6.63363411704561e-05,89.77142857142857,98.0,67.0142857142857,62.2,0.0100000000000005,0.01,3.8428571428571425,4.3,71.42857142857143,60.0,561.1428571428571,15.714285714285714,1.57,75.14285714285714,647.1,2261204.0,313.66403107227075,7209.0
el dorado,2013-07-19,2013,7,19,163.0,5.099866427824199,0.3,0.0,655.0,9.1,94.5,64.8,47.0,4.6,109.5,66.7,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,29.700000000000003,79.65,1,Summer,0.0009026720199363145,86.5,89.3,62.24285714285714,60.2,0.0,0.0,5.514285714285713,6.2,43.42857142857143,37.0,703.5714285714286,8.328571428571427,2.1,66.78571428571429,927.4999999999999,180575.0,105.72306791569086,1708.0
riverside,2013-07-19,2013,7,19,40.0,3.713572066704308,0.26,0.0,653.0,14.6,92.0,62.7,74.0,4.2,100.7,73.1,0.0,100.0,89.36,79.56,0.0,0.0,268.92,0.0,100.0,29.299999999999997,77.35,1,Summer,1.7689690978788292e-05,91.39999999999999,93.1,63.15714285714286,58.9,0.0,0.0,4.114285714285714,4.5,69.42857142857143,59.0,683.5714285714286,13.071428571428571,1.92,74.32857142857142,693.5999999999999,2261204.0,313.66403107227075,7209.0
riverside,2013-07-19,2013,7,19,15.0,2.772588722239781,0.26,0.0,653.0,14.6,92.0,62.7,74.0,4.2,100.7,73.1,0.0,100.0,89.36,79.56,0.0,0.0,268.92,0.0,100.0,29.299999999999997,77.35,1,Summer,6.63363411704561e-06,91.39999999999999,93.1,63.15714285714286,58.9,0.0,0.0,4.114285714285714,4.5,69.42857142857143,59.0,683.5714285714286,13.071428571428571,1.92,74.32857142857142,693.5999999999999,2261204.0,313.66403107227075,7209.0
sacramento,2013-07-19,2013,7,19,163.0,5.099866427824199,0.26,0.0,650.0,14.4,100.3,57.9,76.0,3.2,77.5,83.4,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,42.4,79.1,1,Summer,0.00011281432285106018,91.37142857142855,97.4,55.957142857142856,54.2,0.0,0.0,3.8,5.1,80.71428571428571,62.0,683.0,13.042857142857143,1.79,82.64285714285714,639.2,1444852.0,1497.255958549223,965.0
calaveras,2013-07-22,2013,7,22,31.0,3.4657359027997265,0.21,0.0,513.0,8.2,82.6,58.4,56.0,3.3,78.0,76.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,24.199999999999996,70.5,1,Summer,0.0006917326787905836,84.14285714285714,89.1,54.871428571428574,44.0,0.0,0.0,3.442857142857143,4.0,69.85714285714286,52.0,681.1428571428571,8.457142857142857,1.71,76.25714285714285,577.3,44815.0,43.93627450980392,1020.0
fresno,2013-07-22,2013,7,22,22992.0,10.042945100762001,0.26,0.02,535.0,15.0,93.9,71.4,55.0,6.4,153.0,76.7,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,22.5,82.65,1,Summer,0.02432900020633938,95.25714285714287,101.4,59.08571428571429,53.6,0.0,0.0,5.228571428571429,6.5,68.28571428571429,60.0,691.4285714285714,12.242857142857144,2.04,75.38571428571429,877.4000000000001,945045.0,158.6178247734139,5958.0
mendocino,2013-07-23,2013,7,23,45.0,3.828641396489095,0.21,0.0,527.0,14.0,87.8,60.1,73.0,3.5,82.9,75.3,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,27.699999999999996,73.95,1,Summer,0.0005155347814132527,91.58571428571427,100.5,50.17142857142857,47.0,0.0,0.0,4.228571428571429,5.5,87.14285714285714,85.0,762.4285714285714,13.728571428571428,1.9400000000000002,74.89999999999999,707.5999999999999,87288.0,24.889649272882806,3507.0
san bernardino,2013-07-25,2013,7,25,75.0,4.330733340286331,0.31,0.0,647.0,11.8,97.6,65.7,64.0,6.0,143.3,70.5,0.0,100.0,90.8,81.03,0.0,0.0,271.83000000000004,0.0,100.0,31.89999999999999,81.65,1,Summer,3.6170516495684615e-05,93.39999999999999,99.4,66.74285714285715,58.9,0.0,0.0,5.3999999999999995,6.7,57.714285714285715,31.0,532.8571428571429,12.899999999999997,1.71,69.65714285714286,908.7,2073512.0,103.3242973888778,20068.0
sonoma,2013-07-26,2013,7,26,158.0,5.0689042022202315,0.15,0.0,540.0,13.2,72.1,51.6,95.0,1.0,24.0,66.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,20.499999999999993,61.849999999999994,1,Summer,0.0003224535860716378,77.44285714285715,81.7,51.55714285714286,50.2,0.0,0.0,1.042857142857143,1.1,94.71428571428571,91.0,555.4285714285714,13.685714285714285,1.19,66.45714285714286,174.70000000000002,489993.0,311.1066666666667,1575.0
san diego,2013-07-28,2013,7,28,25.0,3.258096538021482,0.19,0.0,609.0,16.9,74.4,57.7,94.0,4.0,94.8,74.5,0.0,100.0,100.0,31.28,0.0,0.0,231.28,0.0,100.0,16.700000000000003,66.05000000000001,1,Summer,7.87566529682595e-06,77.88571428571427,80.6,61.457142857142856,60.3,0.0,0.0,3.728571428571428,4.1,95.28571428571429,94.0,531.4285714285714,18.785714285714285,1.19,74.10000000000001,628.5999999999999,3174335.0,753.998812351544,4210.0
siskiyou,2013-07-31,2013,7,31,14754.0,9.59933728737704,0.24,0.0,616.0,10.7,82.5,49.6,90.0,4.9,116.8,73.0,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,32.9,66.05,1,Summer,0.3347172122779555,85.77142857142859,92.2,50.58571428571429,43.5,0.0,0.0,4.1,5.5,88.57142857142857,79.0,608.0,12.142857142857142,1.54,73.77142857142857,688.5,44079.0,7.020066889632108,6279.0
butte,2013-08-01,2013,8,1,92.0,4.532599493153256,0.19,0.0,655.0,23.0,84.4,53.2,100.0,3.0,71.1,73.9,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,31.200000000000003,68.80000000000001,1,Summer,0.0004165364990107258,88.67142857142856,95.2,60.6,54.2,0.0,0.0,3.0285714285714285,3.6,90.14285714285714,79.0,637.4285714285714,19.571428571428573,1.57,77.72857142857143,511.40000000000003,220869.0,135.00550122249388,1636.0
riverside,2013-08-04,2013,8,4,60.0,4.110873864173311,0.24,0.0,661.0,14.2,87.8,58.3,84.0,3.7,89.4,71.9,0.0,100.0,89.36,79.69,0.0,0.0,269.05,0.0,100.0,29.5,73.05,1,Summer,2.653453646818244e-05,85.45714285714287,86.9,58.542857142857144,56.8,0.0,0.0,4.1571428571428575,4.7,81.57142857142857,78.0,641.5714285714286,14.4,1.5999999999999999,72.8,695.0999999999999,2261204.0,313.66403107227075,7209.0
riverside,2013-08-05,2013,8,5,1383.0,7.232733136177615,0.26,0.0,684.0,12.4,89.9,58.5,80.0,4.0,96.7,71.8,0.0,100.0,89.36,79.69,0.0,0.0,269.05,0.0,100.0,31.400000000000006,74.2,1,Summer,0.0006116210655916052,85.62857142857142,87.8,58.15714285714286,56.8,0.0,0.0,4.014285714285714,4.4,81.57142857142857,78.0,640.5714285714286,14.242857142857144,1.5999999999999999,72.41428571428571,672.6,2261204.0,313.66403107227075,7209.0
tuolumne,2013-08-05,2013,8,5,1070.0,6.976348070447749,0.24,0.0,668.0,7.9,81.2,51.1,62.0,3.6,85.8,73.9,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,30.1,66.15,1,Summer,0.01973405138230575,79.14285714285714,82.0,50.24285714285714,47.5,0.0,0.0,3.4857142857142853,3.8,65.85714285714286,51.0,666.8571428571429,8.071428571428571,1.62,74.58571428571429,586.5,54221.0,24.41287708239532,2221.0
riverside,2013-08-06,2013,8,6,60.0,4.110873864173311,0.25,0.0,667.0,12.2,87.5,58.0,83.0,3.9,94.2,71.6,0.0,100.0,89.36,79.69,0.0,0.0,269.05,0.0,100.0,29.5,72.75,1,Summer,2.653453646818244e-05,86.05714285714285,89.9,58.228571428571435,56.8,0.0,0.0,3.9857142857142853,4.4,81.14285714285714,78.0,644.7142857142857,13.971428571428572,1.63,72.14285714285714,668.5,2261204.0,313.66403107227075,7209.0
lake,2013-08-07,2013,8,7,38.0,3.6635616461296463,0.21,0.0,639.0,13.5,76.4,53.9,85.0,5.0,120.4,73.6,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,22.500000000000007,65.15,1,Summer,0.0005941770647653001,85.91428571428573,90.0,47.642857142857146,43.4,0.0,0.0,4.571428571428571,5.5,88.71428571428571,85.0,711.2857142857143,12.37142857142857,1.74,73.34285714285714,766.0,63954.0,50.9593625498008,1255.0
riverside,2013-08-07,2013,8,7,20292.0,9.918031277976969,0.24,0.0,683.0,12.2,86.5,57.7,82.0,3.8,90.7,71.0,0.0,100.0,89.36,79.69,0.0,0.0,269.05,0.0,100.0,28.799999999999997,72.1,1,Summer,0.0089739802335393,86.17142857142856,89.9,57.957142857142856,56.8,0.0,0.0,3.9285714285714284,4.4,81.85714285714286,79.0,644.7142857142857,13.671428571428573,1.64,71.88571428571429,660.5,2261204.0,313.66403107227075,7209.0
san bernardino,2013-08-08,2013,8,8,243.0,5.497168225293202,0.33,0.0,670.0,5.3,85.3,54.6,41.0,8.2,196.9,66.9,0.0,100.0,90.8,81.14,0.0,0.0,271.94,0.0,100.0,30.699999999999996,69.95,1,Summer,0.00011719247344601816,90.58571428571429,92.6,56.97142857142857,55.5,0.0,0.0,7.328571428571428,8.0,44.857142857142854,27.0,659.0,5.914285714285714,2.22,67.2,1230.1,2073512.0,103.3242973888778,20068.0
placer,2013-08-10,2013,8,10,27440.0,10.219793524324475,0.23,0.0,593.0,13.3,87.4,55.0,79.0,3.2,75.9,73.3,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,32.400000000000006,71.2,1,Summer,0.07616657830529364,87.60000000000001,92.8,59.27142857142858,54.8,0.0,0.0,3.357142857142857,3.8,72.57142857142857,53.0,629.2857142857143,12.328571428571427,1.63,74.3142857142857,565.4,360263.0,256.0504619758351,1407.0
shasta,2013-08-14,2013,8,14,27.0,3.332204510175204,0.25,0.0,638.0,8.8,86.3,40.3,82.0,4.5,107.5,65.8,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,46.0,63.3,1,Summer,0.00015179198875614898,80.78571428571429,86.0,44.15714285714286,41.3,0.0,0.0,4.242857142857143,5.7,83.85714285714286,75.0,574.8571428571429,9.914285714285715,1.51,66.10000000000001,708.3000000000001,177875.0,47.10672669491525,3776.0
siskiyou,2013-08-15,2013,8,15,50.0,3.9318256327243257,0.25,0.0,628.0,9.3,86.6,42.0,91.0,4.4,106.3,70.8,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,44.599999999999994,64.3,1,Summer,0.0011343270037886522,78.38571428571429,85.8,41.771428571428565,39.9,0.0,0.0,3.4142857142857146,3.8,94.57142857142857,93.0,517.8571428571429,10.528571428571428,1.26,68.91428571428571,570.5999999999999,44079.0,7.020066889632108,6279.0
butte,2013-08-16,2013,8,16,2264.0,7.725330037917135,0.2,0.0,612.0,13.5,92.6,59.3,100.0,2.2,53.7,74.6,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,33.3,75.94999999999999,1,Summer,0.010250419932176992,88.04285714285713,92.0,56.62857142857143,54.5,0.0,0.0,2.471428571428571,2.9,93.85714285714286,93.0,628.2857142857143,17.771428571428572,1.47,71.71428571428571,414.70000000000005,220869.0,135.00550122249388,1636.0
el dorado,2013-08-16,2013,8,16,116.0,4.762173934797756,0.3,0.0,883.0,7.3,91.8,65.1,41.0,6.2,148.1,65.4,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,26.700000000000003,78.44999999999999,1,Summer,0.0006423923577460889,85.04285714285713,90.7,60.142857142857146,55.9,0.0,0.0,5.928571428571429,6.5,47.714285714285715,35.0,639.1428571428571,8.342857142857143,1.93,65.37142857142858,994.3000000000001,180575.0,105.72306791569086,1708.0
lake,2013-08-16,2013,8,16,70.0,4.2626798770413155,0.25,0.0,692.0,16.3,92.2,56.1,90.0,3.8,92.0,74.4,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,36.1,74.15,1,Summer,0.0010945366982518686,89.01428571428572,95.9,48.9,46.1,0.0,0.0,4.0285714285714285,5.0,86.71428571428571,80.0,695.2857142857143,13.257142857142856,1.75,72.95714285714286,676.7,63954.0,50.9593625498008,1255.0
riverside,2013-08-16,2013,8,16,40.0,3.713572066704308,0.26,0.0,607.0,14.3,94.5,65.0,75.0,3.9,93.7,72.8,0.0,100.0,89.36,79.69,0.0,0.0,269.05,0.0,100.0,29.5,79.75,1,Summer,1.7689690978788292e-05,89.95714285714284,96.8,58.5,56.4,0.0,0.0,3.857142857142857,4.0,81.85714285714286,80.0,638.0,14.0,1.68,71.24285714285715,651.0,2261204.0,313.66403107227075,7209.0
calaveras,2013-08-17,2013,8,17,46.0,3.8501476017100584,0.25,0.0,619.0,10.3,89.9,57.7,58.0,3.4,80.5,74.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,32.2,73.80000000000001,1,Summer,0.0010264420394957045,83.97142857142856,91.2,54.15714285714286,47.5,0.0,0.0,3.457142857142857,3.9,63.285714285714285,51.0,626.8571428571429,9.114285714285714,1.6400000000000001,73.51428571428572,581.9,44815.0,43.93627450980392,1020.0
san bernardino,2013-08-17,2013,8,17,110.0,4.709530201312334,0.32,0.0,618.0,10.0,97.3,65.6,52.0,6.5,156.1,70.5,0.0,100.0,90.8,81.14,2.23,0.0,274.17,2.23,100.0,31.700000000000003,81.44999999999999,1,Summer,5.305009086033744e-05,93.87142857142858,97.3,57.81428571428571,52.8,0.0,0.0,5.257142857142857,6.6,49.142857142857146,38.0,651.1428571428571,7.371428571428571,2.04,68.95714285714286,882.9,2073512.0,103.3242973888778,20068.0
tuolumne,2013-08-17,2013,8,17,257314.0,12.458056294277547,0.25,0.0,619.0,10.3,89.9,57.7,58.0,3.4,80.5,74.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,32.2,73.80000000000001,1,Summer,4.745652053632356,83.97142857142856,91.2,54.15714285714286,47.5,0.0,0.0,3.457142857142857,3.9,63.285714285714285,51.0,626.8571428571429,9.114285714285714,1.6400000000000001,73.51428571428572,581.9,54221.0,24.41287708239532,2221.0
shasta,2013-08-19,2013,8,19,196.0,5.2832037287379885,0.21,0.24,501.0,14.2,96.2,52.7,86.0,4.2,101.3,67.6,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,43.5,74.45,1,Summer,0.0011018973998594519,87.35714285714286,97.2,44.81428571428571,40.3,0.0,0.0,4.385714285714285,6.0,81.85714285714286,79.0,610.5714285714286,10.328571428571427,1.68,65.91428571428571,735.5,177875.0,47.10672669491525,3776.0
san bernardino,2013-08-20,2013,8,20,413.0,6.025865973825314,0.31,0.0,599.0,10.2,95.2,66.0,63.0,6.3,151.9,71.6,0.0,100.0,90.8,81.14,2.23,0.0,274.17,2.23,100.0,29.200000000000003,80.6,1,Summer,0.0001991789775029033,96.24285714285715,97.9,63.628571428571426,56.1,0.0,0.0,5.428571428571429,6.6,46.285714285714285,38.0,601.4285714285714,9.514285714285714,2.0,70.31428571428572,910.1,2073512.0,103.3242973888778,20068.0
el dorado,2013-08-24,2013,8,24,38.0,3.6635616461296463,0.26,0.0,568.0,9.4,81.9,59.5,57.0,6.9,166.1,66.1,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,22.400000000000006,70.7,1,Summer,0.00021043887581337394,89.34285714285714,94.5,66.04285714285714,60.0,0.0,0.0,5.114285714285714,5.8,49.42857142857143,42.0,549.4285714285714,10.171428571428573,1.77,66.55714285714285,858.3000000000001,180575.0,105.72306791569086,1708.0
san bernardino,2013-08-24,2013,8,24,97.0,4.584967478670572,0.29,0.0,625.0,7.5,92.1,60.9,45.0,5.9,142.4,70.1,0.0,100.0,90.8,81.14,2.23,0.0,274.17,2.23,100.0,31.199999999999996,76.5,1,Summer,4.6780534667752105e-05,95.3142857142857,97.9,67.38571428571429,64.7,0.0,0.0,6.085714285714286,6.6,44.42857142857143,31.0,581.7142857142857,9.77142857142857,2.0700000000000003,71.02857142857142,1021.1,2073512.0,103.3242973888778,20068.0
tulare,2013-08-24,2013,8,24,2060.0,7.630946580890459,0.23,0.0,600.0,14.5,95.5,59.5,95.0,3.0,72.5,76.3,0.0,100.0,100.0,100.0,6.27,0.0,306.27,6.27,100.0,36.0,77.5,1,Summer,0.004580027079965939,98.65714285714284,104.0,63.728571428571435,60.5,0.0,0.0,3.557142857142857,4.2,81.14285714285714,57.0,574.4285714285714,15.042857142857143,1.69,77.64999999999999,597.6,449779.0,93.2377694859038,4824.0
butte,2013-08-31,2013,8,31,80.0,4.394449154672439,0.21,0.0,572.0,19.8,91.6,56.6,100.0,3.0,71.3,74.0,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,34.99999999999999,74.1,1,Summer,0.00036220565131367464,88.17142857142856,92.2,58.25714285714286,52.7,0.0,0.0,3.128571428571429,4.2,95.71428571428571,92.0,569.8571428571429,20.142857142857142,1.36,74.27142857142857,528.8,220869.0,135.00550122249388,1636.0
nevada,2013-08-31,2013,8,31,52.0,3.970291913552122,0.25,0.0,550.0,10.5,96.5,69.0,44.0,3.8,90.4,75.2,0.0,100.0,100.0,100.0,0.0,0.0,300.0,0.0,100.0,27.5,82.75,1,Summer,0.0005298715061597563,90.9857142857143,94.7,60.857142857142854,58.1,0.0,0.0,3.2,4.0,68.71428571428571,50.0,546.1428571428571,12.785714285714286,1.5499999999999998,75.0,537.0,98137.0,102.43945720250522,958.0
